线路名称,线路类型,运行时间,总里程,公交公司,正向路线,反向路线
T17路(舜华路天辰路--唐冶公交枢纽),普通公交,,15.66575,[],"舜华路天辰路,高新区政务中心,齐鲁软件园,颖秀路舜风路,
新泺大街颖秀路,凤凰路新泺大街,义和庄南,世纪大道凤歧路,
安家,章灵,世纪大道龙凤山路,唐冶西路世纪大道,
唐冶西路幼安街,唐冶新区管委会,唐冶公交枢纽","唐冶公交枢纽,唐冶新区管委会,唐冶西路幼安街,唐冶西路世纪大道,
世纪大道龙凤山路,章灵,安家,世纪大道凤歧路,
义和庄南,凤凰路新泺大街,新泺大街颖秀路,颖秀路舜风路,
齐鲁软件园,高新区政务中心,舜华路天辰路"
T19路通勤快巴(凤凰北路陈家路--公交集团),普通公交,,13.27546,济南公交集团,"凤凰北路陈家路,凤凰北路杨家路,恒大城南门,恒大城西区,
铁厂北路奥体中路,奥体中路八涧堡北路,中林路奥体中路,中林路八涧堡路,
八涧堡路轻风路,地铁花园东路站,万科城,丁家庄北,
工业南路化纤厂路,工业南路彤霞路,七里河,甸柳庄,
公交集团","公交集团,甸柳庄,七里河,工业南路彤霞路,
工业南路化纤厂路,丁家庄北,万科城,地铁花园东路站,
八涧堡路轻风路,中林路八涧堡路,中林路奥体中路,奥体中路八涧堡北路,
铁厂北路奥体中路,恒大城西区,恒大城南门,凤凰北路杨家路,
凤凰北路陈家路"
T21路通勤快巴(动物园--孟家),普通公交,,19.15707,济南公交集团,"动物园,泺口服装城,小清河北路标山路,新城小区,
五柳闸,小清河北路水屯路,黄台环球家居,济南二中,
黄台茶叶市场,前进桥,石门,高墙王,
济南外国语学校,华山珑城华泉郡,华山珑城华景郡,华山珑城华阳郡,
华山珑城公交车场,华山珑城公交车场(华山中心),鹊华大道丑父路,鹊华大道小马桥路,
鹊华大道卧牛山路,鹊华大道卧中路,御山首府北门,御山首府南门,
光华大道荷花路,孟家村西,孟家","孟家,孟家村西,光华大道荷花路,御山首府南门,
御山首府北门,鹊华大道卧中路,鹊华大道卧牛山路,鹊华大道小马桥路,
鹊华大道丑父路,华山珑城公交车场(华山中心),华山珑城公交车场,华山珑城华阳郡,
华山珑城华景郡,华山珑城华泉郡,济南外国语学校,高墙王,
石门,前进桥,黄台茶叶市场,济南二中,
黄台环球家居,小清河北路水屯路,五柳闸,新城小区,
小清河北路标山路,泺口服装城,动物园"
T22路高峰通勤快巴(徐家庄北--瀚裕华园),普通公交,,11.07,济南公交集团东部分公司,"徐家庄北,凤凰北路中林路,徐家庄,牛旺庄小区北门,
聚鑫旺园,颖秀路工业南路,颖秀路舜风路,齐鲁软件园东,
舜华路南口,龙奥北路舜华南路,北胡南,凤天路华川路,
华奥路凤新路,华奥路凤园路,凤园路华奥路,凤园路华盛路,
凤园路旅游路,瀚裕华园","瀚裕华园,凤园路旅游路,凤园路华盛路,凤园路华奥路,
华奥路凤园路,华奥路凤新路,凤天路华川路,北胡南,
龙奥北路舜华南路,舜华路南口,齐鲁软件园东,颖秀路舜风路,
颖秀路工业南路,聚鑫旺园,牛旺庄小区北门,徐家庄,
凤凰北路中林路,徐家庄北"
通勤快速巴士T24路(袁庄村--腊山立交桥),普通公交,,10.73,济南公交集团,"袁庄村,地铁玉符河站,红卫村,仁里庄村,
仁里庄村东,地铁王府庄站,刘长山路党杨路,刘长山路腊山西路,
地铁腊山南站,腊山张庄村,任庄新区,乐都佳园,
刘长山路二环西路,二环西路腊山路,腊山立交桥","腊山立交桥,二环西路腊山路,刘长山路二环西路,乐都佳园,
任庄新区,腊山张庄村,地铁腊山南站,刘长山路腊山西路,
刘长山路党杨路,地铁王府庄站,仁里庄村东,仁里庄村,
红卫村,地铁玉符河站,袁庄村"
T28路(山东省廉政教育馆--杆石桥),普通公交,,14.03798,济南公交集团,"山东省廉政教育馆,鲁能领秀公馆,南康,分水岭南,
分水岭,英雄山立交桥南,十六里河街道办事处,西八公交车场1,
四季花园,英雄山路六里山南路,八一立交桥南,纬二路经七路,
杆石桥","杆石桥,纬二路经七路,八一立交桥南,英雄山路六里山南路,
四季花园,西八公交车场1,十六里河街道办事处,英雄山立交桥南,
分水岭,分水岭南,南康,鲁能领秀公馆,
山东省廉政教育馆"
高峰通勤快巴T29路(经十路北小辛庄西街--陆军学院南门),普通公交,,11.23272,[],"经十路北小辛庄西街,市立五院,经十路营市西街,经十路段兴西路,
腊山立交桥1,腊山立交桥西,刘庄,腊山北路经十路,
明星小区北,明星小区南,腊山拥军站,舜通山庄,
陆军学院,任庄,腊山北路刘长山路,腊山张庄村,
地铁腊山南站,刘长山路腊山西路,刘长山路党杨路,腊山张庄村西,
腊山南苑,魏华西路党杨东路,魏华西路腊山西路,魏华西路腊山东路,
陆军学院南门","陆军学院南门,魏华西路腊山东路,魏华西路腊山西路,魏华西路党杨东路,
腊山南苑,腊山张庄村西,刘长山路党杨路,刘长山路腊山西路,
地铁腊山南站,腊山张庄村,腊山北路刘长山路,任庄,
陆军学院,舜通山庄,腊山拥军站,明星小区南,
明星小区北,腊山北路经十路,刘庄,腊山立交桥西,
腊山立交桥1,经十路段兴西路,经十路营市西街,市立五院,
经十路北小辛庄西街"
T31路高峰通勤快巴(舜华路天辰路--孙村新区),普通公交,,19.92207,济南公交集团,"舜华路天辰路,牛旺庄,世纪大道工业南路,安家,
世纪大道龙凤山路,唐冶,彩龙汽车检测公司,临时站,
西沙沟村,科新路春暄路,科新路春意路,科新路春晖路,
彩虹湖公园,华昱大厦,碧桂园翡翠雅郡,科创路春博路,
孙村新区","孙村新区,科创路春博路,碧桂园翡翠雅郡,华昱大厦,
彩虹湖公园,科新路春晖路,科新路春意路,科新路春暄路,
西沙沟村,临时站,彩龙汽车检测公司,唐冶,
世纪大道龙凤山路,安家,世纪大道工业南路,牛旺庄,
舜华路天辰路"
T34路(春博路科远路--地铁彭家庄站),普通公交,,10.2896,济南市公交总公司,"春博路科远路,春博路科云路,临时站,邦德激光,
卢家寨,附设站,科嘉路春晖路,四机数控,
临工集团,科嘉路春暄路,春秀路科嘉路,武家庄,
地铁彭家庄站","地铁彭家庄站,武家庄,春秀路科嘉路,科嘉路春暄路,
临工集团,四机数控,科嘉路春晖路,附设站,
卢家寨,邦德激光,临时站,春博路科云路,
春博路科远路"
T35路(大正路科创路--地铁彭家庄站),普通公交,,11.76443,济南市公交总公司,"大正路科创路,大正路科荟路,埠东村,埠东村西,
新东佳苑,高新区第一中学,辛庄,省水利工程局,
春晖路世纪大道,春晖路科远路,春晖路飞跃大道,飞跃大道春晖路,
信息通讯产业园,飞跃大道春暄路,武家庄,地铁彭家庄站
","地铁彭家庄站,武家庄,飞跃大道春暄路,信息通讯产业园,
飞跃大道春晖路,春晖路飞跃大道,春晖路科远路,春晖路世纪大道,
省水利工程局,辛庄,高新区第一中学,新东佳苑,
埠东村西,埠东村,大正路科荟路,大正路科创路
"
T38路高峰通勤快巴(地铁彭家庄站--柿子园村),普通公交,,14.45469,[],"地铁彭家庄站,武家庄,飞跃大道春暄路,信息通讯产业园,
飞跃大道春晖路,吉利汽车,春晖路科嘉路,十里堡东,
卫东村,曹家庄,五里堂村,柿子园村
","柿子园村,五里堂村,曹家庄,卫东村,
十里堡东,春晖路科嘉路,吉利汽车,飞跃大道春晖路,
信息通讯产业园,飞跃大道春暄路,武家庄,地铁彭家庄站
"
T88路(经八路青年西路--仲宫),普通公交,,22.22925,济南公交,"经八路青年西路,英雄山北,八一立交桥南,二七新村,
英雄山路六里山南路,四季花园,西八公交车场,十六里河街道办事处,
南苑小区,上店子,二仙村,仲宫龙山路,
仲宫","仲宫,仲宫龙山路,二仙村,上店子,
南苑小区,十六里河街道办事处,西八公交车场,四季花园,
英雄山路六里山南路,二七新村,八一立交桥南,英雄山北,
经八路青年西路"
T115路高峰通勤快巴(唐冶公交枢纽--经八路青年西路),普通公交,,20.51,济南公交集团东部分公司,"唐冶公交枢纽,潘庄,田庄东,田庄西,
临港南区,林家庄,北胡,经十路舜华路,
人保大厦,经十路奥体中路,经十路奥体西路1,华洋名苑,
燕山立交桥西,经十路燕子山西路,千佛山医院,经十路舜耕路,
全民健身中心,经八路青年西路","经八路青年西路,全民健身中心,经十路舜耕路,千佛山医院,
经十路燕子山西路,燕山立交桥西,华洋名苑,经十路奥体西路1,
经十路奥体中路,人保大厦,经十路舜华路,北胡,
林家庄,临港南区,田庄西,田庄东,
潘庄,唐冶公交枢纽"
高峰通勤快巴T201线(公交祝甸车场--济南大学),普通公交,,17.85769,济南公交总公司,"公交祝甸车场,祝甸,辛祝路南口,花园路二环东路,
洪家楼,花园路洪家楼西路,花园路历山路,大明湖火车站,
明湖西路济安街,经一纬二,济南站,西市场,
经一纬十二,南辛庄西路经十路,王官庄,王官庄小区,
济南大学","济南大学,王官庄小区,王官庄,南辛庄西路经十路,
经一纬十二,西市场,济南站,经一纬二,
明湖西路济安街,大明湖火车站,花园路历山路,花园路洪家楼西路,
洪家楼,花园路二环东路,辛祝路南口,祝甸,
公交祝甸车场"
高峰通勤快巴T205线(济南大学--公交祝甸车场),普通公交,,20.06636,济南公交集团北部公交有限公司/济南公交集团干线公交分公司,"济南大学,王官庄小区,王官庄小区东区,秀园小区,
阳光新路刘长山路,阳光新路建宁路,纬十二路经七路,经七路小纬六路,
经七纬二,杆石桥,泉城广场,山东新闻大厦,
和平路历山东路,燕子山小区,葛家庄,工业南路西口,
华信路华龙路,辛祝路南口,祝甸活动中心,公交祝甸车场
","公交祝甸车场,祝甸活动中心,辛祝路南口,华信路华龙路,
工业南路西口,葛家庄,燕子山小区,和平路历山东路,
山东新闻大厦,泉城广场,杆石桥,经七纬二,
经七路小纬六路,纬十二路经七路,阳光新路建宁路,阳光新路刘长山路,
秀园小区,王官庄小区东区,王官庄小区,济南大学
"
T209路(二环东路工业南路--唐冶公交枢纽),普通公交,,16.42838,济南公交集团东部公交第七分公司,"二环东路工业南路,七里河,工业南路化纤厂路,丁家庄西,
贤文庄,舜华路天辰路,高新区政务中心,齐鲁软件园,
舜华路南口,北胡,林家庄,临港南区,
田庄东,潘庄,邢村立交桥,唐冶公交枢纽
","唐冶公交枢纽,邢村立交桥,潘庄,田庄东,
临港南区,林家庄,北胡,舜华路南口,
齐鲁软件园,高新区政务中心,舜华路天辰路,贤文庄,
丁家庄西,工业南路化纤厂路,七里河,二环东路工业南路
"
游770路(济南西站公交枢纽--大明湖游客服务中心),旅游专线,,18.46,[],"济南西站公交枢纽,兴福寺路腊山河西路,省会大剧院,经四纬三,
西门,芙蓉街,大明湖路按察司街,大明湖游客服务中心
","大明湖游客服务中心,大明湖路按察司街,芙蓉街,西门,
经四纬三,省会大剧院,兴福寺路腊山河西路,济南西站公交枢纽
"
游777泉水游线路(大明湖游客服务中心--大明湖游客服务中心),旅游专线,,10.31207,济南公交集团通勤与定制巴士分公司,"大明湖游客服务中心,大明湖北门,水云居,众泉汇流,
钟楼寺遗址,府学文庙,大明湖西南门,西门,
趵突泉东门,泉城广场,舜井街,黑虎泉(解放阁),
黑虎泉北路山大南路(老东门),大明湖东门,大明湖火车站,大明湖游客服务中心
","大明湖游客服务中心,大明湖火车站,大明湖东门,黑虎泉北路山大南路(老东门),
黑虎泉(解放阁),舜井街,泉城广场,趵突泉东门,
西门,大明湖西南门,府学文庙,钟楼寺遗址,
众泉汇流,水云居,大明湖北门,大明湖游客服务中心
"
章丘T1路(章丘三农服务中心--明珠北区),普通公交,,17.46271,[],"章丘三农服务中心,海龙生态产业园,文博中心,住建局,
政务大厅,东山小学,永大明珠,东城花苑(南门),
章丘四中,明水为民服务中心,明珠南区,明珠北区
","明珠北区,明珠南区,明水为民服务中心,章丘四中,
东城花苑(南门),永大明珠,东山小学,政务大厅,
住建局,文博中心,海龙生态产业园,章丘三农服务中心
"
章丘101路(付家村西站--义乌市场北门),普通公交,0630--1800,26.96369,济南章丘广通公交公司,"付家村西站,付家村,辉柳村路口,苏官村,
贾而路口,李官小学,李官村,西沟头路口,
付家店村,苇陀路口,苇陀村,黄桑院村,
党家卫生院,党家中学路口,党家小学,于张路口,
师小村路口,乐林村路口,程家村,西李村,
魏李村,西马村,李八村路口,庆元村,
王曹村,牛王村,朱各务小学,张辛村,
贾庄路口,枣园医院,商业街,枣园街道办,
摩天岭,钓鱼台村,客运总站,义乌市场北门
","义乌市场北门,客运总站,钓鱼台村,摩天岭,
枣园街道办,商业街,枣园医院,贾庄路口,
张辛村,朱各务小学,牛王村,王曹村,
庆元村,李八村路口,西马村,魏李村,
西李村,程家村,乐林村路口,师小村路口,
于张路口,党家小学,党家中学路口,党家卫生院,
黄桑院村,苇陀村,苇陀路口,付家店村,
西沟头路口,李官村,李官小学,贾而路口,
苏官村,辉柳村路口,付家村,付家村西站
"
章丘103路(义乌市场北门--北大寨),普通公交,0630--1800,55.99056,章丘市广通公共交通有限公司,"义乌市场北门,客运总站,钓鱼台村,摩天岭,
枣园街道办,枣园中学,闵源钢铁,潘王路口,
东洼村,辛店村,党家路口,太平村,
大桑树村,马彭,宁家埠供电所,西埠村,
杨南村,杨北村,郑码路口,康家村,
滨河花苑社区,王家桥,辛丰村路口,张家林,
罗绫村路口,垛寨东,郑家路口,垛寨村,
东胡路口,南孟村,付家村,塘头路口,
高官寨交管所,东方娇子,高官寨街道办,张家,
于家路口,洛坡河,盈科喷墨公司,董高村,
黄河交管所,黄河街道办,吕家寨,黄河中学,
钱家,会宗村,西野村,逯家路口,
饮马路口,杏园村,张家埝,北大寨
","北大寨,张家埝,杏园村,饮马路口,
逯家路口,西野村,会宗村,钱家,
黄河中学,吕家寨,黄河街道办,黄河交管所,
董高村,盈科喷墨公司,洛坡河,于家路口,
张家,高官寨街道办,东方娇子,高官寨交管所,
塘头路口,付家村,南孟村,东胡路口,
垛寨村,郑家路口,垛寨东,罗绫村路口,
张家林,辛丰村路口,王家桥,滨河花苑社区,
康家村,郑码路口,杨北村,杨南村,
西埠村,宁家埠供电所,马彭,大桑树村,
太平村,党家路口,辛店村,东洼村,
潘王路口,闵源钢铁,枣园中学,枣园街道办,
摩天岭,钓鱼台村,客运总站,义乌市场北门
"
章丘104路(高家村--义乌市场北门),普通公交,0630--1800,40.85698,济南章丘广通公交公司,"高家村,黄家塘村委,黄家塘东站,李码,
齐家,韩码,张家村,高桥小学,
高桥村,崔家村,郑码西站,郑码东站,
郑码路口,白云湖桥,向高怡苑,向高村委,
崖南,时码,张码路口,刘家道,
闫码路口,宁一村,宁家埠交管所,小桑路口,
徐家路口,马家村,乔家村,西关,
青葱庄园,章丘一中,女郎山葱岭郊野公园,隅头,
宇龙公司,章丘北站,华家,施家崖,
桃花山工业园,恒美百特,枣园公路站,朱各务,
洛庄村,北皋埠,摩天岭,钓鱼台村,
客运总站,义乌市场北门","义乌市场北门,客运总站,钓鱼台村,摩天岭,
北皋埠,洛庄村,朱各务,枣园公路站,
恒美百特,桃花山工业园,施家崖,华家,
章丘北站,宇龙公司,隅头,女郎山葱岭郊野公园,
章丘一中,青葱庄园,西关,乔家村,
马家村,徐家路口,小桑路口,宁家埠交管所,
宁一村,闫码路口,刘家道,张码路口,
时码,崖南,向高村委,向高怡苑,
白云湖桥,郑码路口,郑码东站,郑码西站,
崔家村,高桥村,高桥小学,张家村,
韩码,齐家,李码,黄家塘东站,
黄家塘村委,高家村"
章丘105路(北王庄--客运总站),普通公交,,45.17833,章丘市广通公共交通有限公司,"北王庄,三台,西周峪,下白秋,
三角湾,渔湾,冯张宅路口,常三行,
王家柳,毕家柳,田家柳,马闹坡桥,
天仓岭,马闹坡村,盆崖村,赵八洞景区,
赵八洞村,孟家峪东站,孟家峪西站,闫家峪南村,
闫家峪农村商业银行,水泥厂路口,南辛庄,韩家村,
河堤村,普西路口,普集派出所,杏林水库路口,
焦家村,池子头村,飞跃汽修,杲家坡路口,
王东村,百脉泉酒业,聂家村路口,君临天下,
热电厂宿舍,百脉泉公园北门,绣江河公园,眼明堂小区,
义乌市场北门,客运总站","客运总站,义乌市场北门,眼明堂小区,绣江河公园,
百脉泉公园北门,热电厂宿舍,君临天下,聂家村路口,
百脉泉酒业,王东村,杲家坡路口,飞跃汽修,
池子头村,焦家村,杏林水库路口,普集派出所,
普西路口,河堤村,韩家村,南辛庄,
水泥厂路口,闫家峪农村商业银行,闫家峪南村,孟家峪西站,
孟家峪东站,赵八洞村,赵八洞景区,盆崖村,
马闹坡村,天仓岭,马闹坡桥,田家柳,
毕家柳,王家柳,常三行,冯张宅路口,
渔湾,三角湾,下白秋,西周峪,
三台,北王庄"
章丘106路(石珩村--义乌市场北门),普通公交,0620--1815,27.7832,济南章丘广通公交公司,"石珩村,白云湖街道办,娥女村,白云湖邮电局,
白云湖卫生院,陈家村路口,苏码村,杨南村,
西埠村,宁家埠供电所,宁家埠派出所,宁家埠街道办,
宁家埠交管所,小桑路口,徐家路口,马家村,
章丘北站,华家,施家崖,桃花山工业园,
恒美百特,枣园公路站,朱各务,洛庄村,
北皋埠,摩天岭,钓鱼台村,客运总站,
义乌市场北门","义乌市场北门,客运总站,钓鱼台村,摩天岭,
北皋埠,洛庄村,朱各务,枣园公路站,
恒美百特,桃花山工业园,施家崖,华家,
章丘北站,马家村,徐家路口,小桑路口,
宁家埠交管所,宁家埠街道办,宁家埠派出所,宁家埠供电所,
西埠村,杨南村,苏码村,陈家村路口,
白云湖卫生院,白云湖邮电局,娥女村,白云湖街道办,
石珩村"
章丘107路(旧北--义乌市场北门),普通公交,,23.62233,[],"旧北,旧军办事处,孟洛川纪念馆,旧南,
耿家村,回村北站,回村大桥,回三村委,
小张村,王金村,大高村,石家村,
青葱庄园,沙埠广场,沙埠村委,安家村,
花园村,章丘北站,华家,施家崖,
桃花山工业园,恒美百特,枣园公路站,朱各务,
洛庄村,北皋埠,摩天岭,钓鱼台村,
客运总站,义乌市场北门","义乌市场北门,客运总站,钓鱼台村,摩天岭,
北皋埠,洛庄村,朱各务,枣园公路站,
恒美百特,桃花山工业园,施家崖,华家,
章丘北站,花园村,安家村,沙埠村委,
沙埠广场,青葱庄园,石家村,大高村,
王金村,小张村,回三村委,回村大桥,
回村北站,耿家村,旧南,孟洛川纪念馆,
旧军办事处,旧北"
章丘109路(焦家村--义乌市场北门),普通公交,,26.76545,济南章丘广通公交公司,"焦家村,任家村,董东村,兰家村,
西王村,东王村,崔家村,张胡村路口,
西城后村,大城后村,高家村路口,南洼村,
南小村,电厂宿舍,国宏建材,永信科技,
白塔村路口,绣源南(北)城,季官村路口,中骏柏景湾,
大站村,摩天岭,客运总站,火车站,
义乌市场北门","义乌市场北门,火车站,客运总站,摩天岭,
大站村,中骏柏景湾,季官村路口,绣源南(北)城,
白塔村路口,永信科技,国宏建材,电厂宿舍,
南小村,南洼村,高家村路口,大城后村,
西城后村,张胡村路口,崔家村,东王村,
西王村,兰家村,董东村,任家村,
焦家村"
章丘110路(客运总站--辛寨客运站),普通公交,0630--1800,32.97486,济南章丘广通公交公司,"客运总站,义乌市场北门,新闻中心,城区中队,
齐鲁银行,明水古城,荷花广场,绣江河公园,
相公庄路口,八里辛庄,东皋村,绣惠供电所,
绣惠原钢铁市场,山头店路口,船王村,白衣村,
康陈路口,前后刘路口,刁镇广场,刁镇国税局,
刁镇医院,东方冷库,时家庄,刁镇派出所,
王四村,田家路口,冯家社区,漯河崖村,
辛寨医院,辛锐纪念馆,辛寨中心小学,辛中村,
高明寨村,柳塘口西站,柳塘口东站,辛寨客运站
","辛寨客运站,柳塘口东站,柳塘口西站,高明寨村,
辛中村,辛寨中心小学,辛锐纪念馆,辛寨医院,
漯河崖村,冯家社区,田家路口,王四村,
刁镇派出所,时家庄,东方冷库,刁镇医院,
刁镇国税局,刁镇广场,前后刘路口,康陈路口,
白衣村,船王村,山头店路口,绣惠原钢铁市场,
绣惠供电所,东皋村,八里辛庄,相公庄路口,
绣江河公园,荷花广场,明水古城,齐鲁银行,
城区中队,新闻中心,义乌市场北门,客运总站
"
章丘111路(客运总站--永清寺),普通公交,,33.63074,章丘市广通公共交通有限公司,"客运总站,临时站,义乌市场北门,新闻中心,
城区中队,齐鲁银行,明水古城,荷花广场,
绣江河公园,相公庄路口,八里辛庄,桃花山工业园,
施家崖,华家,章丘北站,宇龙公司,
东南隅,杆桥路口,北关村,第一人民医院站,
苗家村,口么中桥,康陈村,耿家路口,
高速路口,前后刘路口,刁镇广场,刁镇税务局,
刁镇医院,东方冷库,时家庄,崔高村路口,
索家村,堤张村,道口村,董家村,
李家村,永清寺","永清寺,李家村,董家村,道口村,
堤张村,索家村,崔高村路口,时家庄,
东方冷库,刁镇医院,刁镇税务局,刁镇广场,
前后刘路口,高速路口,耿家路口,康陈村,
口么中桥,苗家村,第一人民医院站,北关村,
杆桥路口,东南隅,宇龙公司,章丘北站,
华家,施家崖,桃花山工业园,八里辛庄,
相公庄路口,绣江河公园,荷花广场,明水古城,
齐鲁银行,城区中队,新闻中心,义乌市场北门,
临时站,客运总站"
章丘203路·普集-三山峪(三山峪--章丘七中),普通公交,,11.01837,济南章丘广通公交公司,"三山峪,万山北站,万山南站,祖营坞小学,
祖营坞北站,祖营坞南站,龙华村,龙华桥,
于家北站,于家南站,传李村,普西村,
普西路口,普集街道办,普集医院,章丘七中
","章丘七中,普集医院,普集街道办,普西路口,
普西村,传李村,于家南站,于家北站,
龙华桥,龙华村,祖营坞南站,祖营坞北站,
祖营坞小学,万山南站,万山北站,三山峪
"
章丘205路(瓦屋村--普集交管所),普通公交,,12.75507,章丘市广通公共交通有限公司,"瓦屋村,孟白东站,孟白西站,佛塔头北站,
佛塔头南站,常坡村,杨官东站,杨官西站,
许河东站,许河西站,石棚(桥子),普东村,
章丘七中,普集医院,普集街道办,普西路口,
普集交管所","普集交管所,普西路口,普集街道办,普集医院,
章丘七中,普东村,石棚(桥子),许河西站,
许河东站,杨官西站,杨官东站,常坡村,
佛塔头南站,佛塔头北站,孟白西站,孟白东站,
瓦屋村"
济阳K206路(济阳汽车总站--老桑渡),普通公交,,44.51834,济南济阳舜达公交公司,"济阳汽车总站,银河路北首,济阳街道工业园,稍门,
小任家,徐家湾,崔赵,安家,
曲堤客运站,李旺,三教,逯家,
银匠,仁风,姚家,王家,
高家,孙家,平家,翟家,
王老虎,新桑渡,石码头,老桑渡
","老桑渡,石码头,新桑渡,王老虎,
翟家,平家,孙家,高家,
王家,姚家,仁风,银匠,
逯家,三教,李旺,曲堤客运站,
安家,崔赵,徐家湾,小任家,
稍门,济阳街道工业园,银河路北首,济阳汽车总站
"
章丘207路·普集-小院(章丘七中--小院),普通公交,,12.5673,[],"章丘七中,普集医院,普集街道办,普西路口,
普西村,传李村,侯家,海套园,
周家,小柏西站,小柏东站,苏家村,
苏家广场,坦上村,陈朴村,西洼村,
东珠村,小院","小院,东珠村,西洼村,陈朴村,
坦上村,苏家广场,苏家村,小柏东站,
小柏西站,周家,海套园,侯家,
传李村,普西村,普西路口,普集街道办,
普集医院,章丘七中"
章丘209路(东田广村委--文祖首末站),普通公交,,11.76457,章丘市广通公共交通有限公司,"东田广村委,东田广东站,东田广小学,田广中站,
西田广广场,西田广西站,大寨北,水龙洞路口,
青野村,锦屏山路口,金源建机,文祖卫生院,
供销超市,文祖交管所,文祖首末站","文祖首末站,文祖交管所,供销超市,文祖卫生院,
金源建机,锦屏山路口,青野村,水龙洞路口,
大寨北,西田广西站,西田广广场,田广中站,
东田广小学,东田广东站,东田广村委"
章丘210路(齐长城(锦阳关)--文祖首末站),普通公交,,18.34594,章丘市广通公共交通有限公司,"齐长城(锦阳关),三槐树村,大寨南,大寨北,
水龙洞路口,水龙洞村委,水龙洞中站,水龙洞南站,
水龙洞路口,青野村,锦屏山路口,金源建机,
文祖南村,文祖卫生院,供销超市,文祖交管所,
文祖首末站","文祖首末站,文祖交管所,供销超市,文祖卫生院,
文祖南村,金源建机,锦屏山路口,青野村,
水龙洞路口,水龙洞南站,水龙洞中站,水龙洞村委,
水龙洞路口,大寨北,大寨南,三槐树村,
齐长城(锦阳关)"
章丘211路(西八井村--官庄街道办),普通公交,,13.98214,济南章丘广通公交公司,"西八井村,东八井村,水峪村,闫家峪南,
亮甲坡村,栗家峪村,李家庄,张家庄,
华明水泥厂,官庄中学路口,官庄街道办","官庄街道办,官庄中学路口,华明水泥厂,张家庄,
李家庄,栗家峪村,亮甲坡村,闫家峪南,
水峪村,东八井村,西八井村"
章丘213路(天井村--官庄街道办),普通公交,,10.02438,济南章丘广通公交公司,"天井村,闫家峪小学,闫家峪信用社,徐家井路口,
张家新村,张家村路口,华明水泥厂,官庄中学路口,
官庄街道办","官庄街道办,官庄中学路口,华明水泥厂,张家村路口,
张家新村,徐家井路口,闫家峪信用社,闫家峪小学,
天井村"
章丘214路(梭庄--相公庄街道办),普通公交,0650--1645,7.25815,章丘市广通公共交通有限公司,"梭庄,窦辛村,郝二村,王庄路口,
郝一村,蔡庄(季家),黉塘小学,曹孟村,
南王路口,李家村,相郝路口,相公庄街道办
","相公庄街道办,相郝路口,李家村,南王路口,
曹孟村,黉塘小学,蔡庄(季家),郝一村,
王庄路口,郝二村,窦辛村,梭庄
"
章丘215路(相公庄街道办--丁家村),普通公交,0710--1710,8.53962,章丘市广通公共交通有限公司,"相公庄街道办,农村商业银行,袁庄村,大康村,
大魏李村,小魏李村,齐家村,时家村,
丁家村","丁家村,时家村,齐家村,小魏李村,
大魏李村,大康村,袁庄村,农村商业银行,
相公庄街道办"
K701路(垛庄中学--七星台),普通公交,,19.54115,山东交运集团济南好运巴士分公司,"垛庄中学,垛庄车站,大集路口,垛庄水库,
下琴子村,下琴子外口,黄沙埠大桥,龙王岭村,
三岔路口,下射垛村,大射垛村,官营大桥,
官营班房,火贯村,团圆沟路口,七星台
","七星台,团圆沟路口,火贯村,官营班房,
官营大桥,大射垛村,下射垛村,三岔路口,
龙王岭村,黄沙埠大桥,下琴子外口,下琴子村,
垛庄水库,大集路口,垛庄车站,垛庄中学
"
K702路·垛庄-岳滋(垛庄中学--岳滋),普通公交,0830--1500,18.1228,山东交运集团济南好运巴士章丘分公司,"垛庄中学,垛庄车站,大集路口,垛庄水库,
下琴子村,下琴子外口,黄沙埠大桥,龙王岭村,
三岔路口,下射垛村,大射垛村,官营班房,
岳滋","岳滋,官营班房,大射垛村,下射垛村,
三岔路口,龙王岭村,黄沙埠大桥,下琴子外口,
下琴子村,垛庄水库,大集路口,垛庄车站,
垛庄中学"
K703路·垛庄-十八盘(十八盘--垛庄中学),普通公交,,11.4399,山东交运集团济南好运巴士章丘分公司,"十八盘,小石屋村,西车厢村,东车厢村,
百丈崖水库,黄沙埠广场,黄沙埠村,黄沙埠大桥,
下琴子外口,下琴子村,垛庄水库,南垛庄村,
垛庄中学","垛庄中学,南垛庄村,垛庄水库,下琴子村,
下琴子外口,黄沙埠大桥,黄沙埠村,黄沙埠广场,
百丈崖水库,东车厢村,西车厢村,小石屋村,
十八盘"
